lexeme_russian	number_syllables	onset	coda
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O	2	O	O
O-V-O-V-V	3	O	V
O-V-O-V-V-O	3	O	O
O-V-O-V-V-O-O-V	4	O	V
O-V-O-V-R-V-N-V-O-V-O	5	O	O
O-V-O-V-R-V-N-V-O	4	O	O
O-V-O-V-R-V-O	3	O	O
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-R-O-V	3	O	V
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-V-O-V-O	4	O	O
O-V-O-V-O-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-N-V-O	3	O	O
O-V-O-V-O-N-V-O-O-V	4	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-N-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-V	3	O	V
O-V-O-O-V-O	2	O	O
O-V-O-O-V-O	2	O	O
O-V-O-O-V-O-O-V	3	O	V
O-V-O-O-V-O-O-V	3	O	V
O-V-O-O-N-V-O	2	O	O
O-V-O-O-N-V-O-O-V	3	O	V
O-V-O-L-V-O	2	O	O
O-V-O-L-V-O-O-V	3	O	V
O-V-O-N-V-O-V-O	3	O	O
O-V-O-N-V-O-V-O-O-V	4	O	V
O-V-O-N-V-N-V-J-V	4	O	V
O-V-O-N-V-O	2	O	O
O-V-O-N-V-O-O-V	3	O	V
O-V-O-V	2	O	V
O-V-O-V-O-V-R-V-N-N-V-O-O	5	O	O-O
O-V-O-V-O-V-R-V-O-V-N-V-J-V	7	O	V
O-V-O-V-O-V-R-V-O-V-O	5	O	O
O-V-O-V-O-V-R-V-O-V-O-O-V	6	O	V
O-V-O-V-O-V-R-V-O	4	O	O
O-V-O-V-O-V-R-V-O-O-V	5	O	V
O-V-O-V-O	2	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-L-O-V-O	3	O	O
O-V-O-V-L-O-N-V-O	3	O	O
O-V-O-V-L-O-V-O-V-O-O-V	5	O	V
O-V-O-V-L-V-O-O-V	4	O	V
O-V-O-V-L-O-V-O-O-V	4	O	V
O-V-O-V-N-V-O	3	O	O
O-V-O-V-N-V-O-O-V	4	O	V
O-V-O-V-N	2	O	N
O-V-O-V-N-N-V-J	3	O	J
O-V-O-V-N-V-O	3	O	O
O-V-O-V-N-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-L-V-N-V-J-V	5	O	V
O-V-O-V-O-L-V-J-V-N-V-O-O	5	O	O-O
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-L-V-O-O-V	4	O	V
O-V-O-V-O-V-R-O-V-O-O-V	5	O	V
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-V-O-O-V	4	O	V
O-V-O-V-R	2	O	R
O-V-O-V-R-V-O-V-O-V-O	5	O	O
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-R-O-V-O-V-O-O-V	5	O	V
O-V-O-V-R-O-V-O-V-O-V-O	5	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-N-V-O-V-O-V-O	5	O	O
O-V-O-V-R-N-V-O-V-O-V-O-O-V	6	O	V
O-V-O-V-R-N-V-O-V-O	4	O	O
O-V-O-V-R-N-V-O-V-O-O-V	5	O	V
O-V-O-V-R-N-V-O-V-O	4	O	O
O-V-O-V-R-N-V-O-V-O-O-V	5	O	V
O-V-O-V-R-N-V-J	3	O	J
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-V-O-V-O-O-V	5	O	V
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-R-O-V-O-V-O-V-O	5	O	O
O-V-O-V-O-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-N-V-J-V	5	O	V
O-V-O-V-O-V-N-N-V-O-O	4	O	O-O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-N-V-O	3	O	O
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-N-V-O	3	O	O
O-V-O-R-V-O-V-N-V-O	4	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-O-V	3	O	V
O-V-O-R-V-O-L-V-N-N-V-J	4	O	J
O-V-O-R-V-O-L-V-O-V-N-V-J-V	6	O	V
O-V-O-R-V-O-L-V-O-V-O	4	O	O
O-V-O-R-V-O-V-O-N-V-J	4	O	J
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-R-V-O-V-O-V-O	4	O	O
O-V-O-R-V-N-O-V-O-V-O	4	O	O
O-V-O-R-V-N-O-V-O-V-O-V-O	5	O	O
O-V-O-R-V-N-O-O-R-V-O-V-R-V-O-V-O	6	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O-O-V	4	O	V
O-V-O-R-V-O-V-O-N-V-J	4	O	J
O-V-O-R-V-O-V	3	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O-V-O	4	O	O
O-V-O-R-V-O-V-O-V-N-V-J-V	6	O	V
O-V-O-R-V-O-V-O-V-O	4	O	O
O-V-O-R-V-O-V-O-V-O-O-V	5	O	V
O-V-O-R-V-O-O-V-N-V-O	4	O	O
O-V-O-R-V-N-O-V-O	3	O	O
O-V-O-R-V-O-V-N-N-V-J	4	O	J
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O-O-V	4	O	V
O-V-O-R-V-O-V-O-V-O	4	O	O
O-V-O-R-V-O-V-O-V-O-O-V	5	O	V
O-V-O-R-V-O-V-O-V-O	4	O	O
O-V-O-R-V-O-V-O-V-O-O-V	5	O	V
O-V-O-R-V-O-V-O-V-O-O-V	5	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-N-V	4	O	V
O-V-O-R-V-N-V-O	3	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-N-V-N-V-J-V	5	O	V
O-V-O-R-V-O-N-V-N-N-V-O-O	4	O	O-O
O-V-O-R-V-O-N-V-N-N-V-J	4	O	J
O-V-O-R-V-O-N-V-O-V-L-N-V-O-O	5	O	O-O
O-V-O-R-V-O-N-V-O-V-L-N-V-J	5	O	J
O-V-O-R-V-O-N-V-O	3	O	O
O-V-O-R-V-O-N-V-O-O-V	4	O	V
O-V-O-R-V-O-N-V-O	3	O	O
O-V-O-R-V-O-N-V-O-O-V	4	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-L-V-O-V-O	4	O	O
O-V-O-R-V-O-O-V	3	O	V
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-N-V-N-V-O-V-O	5	O	O
O-V-O-V-N-V-N-V-O-V-O-O-V	6	O	V
O-V-O-V-N-V-N-V-O	4	O	O
O-V-O-V-N-V-N-V-O-O-V	5	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-L-V-O-O-V	4	O	V
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-V-N-V-J-V	5	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-J-V-O-V-J	5	O	J
O-V-O-V-O-N-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-V-O-V-O	5	O	O
O-V-O-V-O-V-O-V-O-V-O-O-V	6	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-O-L-V-O-O	2	O	O-O
O-V-O-O-L-V-J	2	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-L-V-O	3	O	O
O-V-O-V-L-V-O-V-O	4	O	O
O-V-O-V-L-V-O-N-V-J	4	O	J
O-V-O-V-L-N-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-V-O	5	O	O
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-V-O-V-N-V-J-V	6	O	V
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V-L-V-O	4	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-N-V-O-V-J	4	O	J
O-V-O-V-N-V-O	3	O	O
O-V-O-V-N-V-O-O-V	4	O	V
O-V-V-O-V-R	3	O	R
O-V-V-O-V-L-N-V-J	4	O	J
O-V-V-O-V-R-N-V-J	4	O	J
O-V-V-O-V-O-V-O	4	O	O
O-V-V-O-V-O	3	O	O
O-V-V-L-V-O	3	O	O
O-V-V-L-V-O-V-O-O-V	5	O	V
O-V-V-L-V-L-V-O-V-O	5	O	O
O-V-V-N-N-V-O-V-O	4	O	O
O-V-V-N-N-V-O-V-O	4	O	O
O-V-V-N-N-V-O-O	3	O	O-O
O-V-V-N-N-V-J	3	O	J
O-V-V-N	2	O	N
O-V-V-N-V-O-N-V-O-O	4	O	O-O
O-V-V-N-V-O-N-V-J	4	O	J
O-V-V-O-V-O-V-J-N-V-J	5	O	J
O-V-V-O-R-V-N-V-O-O-V	5	O	V
O-V-V-R-V-L-O-O-V-J	4	O	J
O-V-V-R-O-V-O	3	O	O
O-V-V-R-V-O-N-V-O-O	4	O	O-O
O-V-V-R-V-O-N-V-J	4	O	J
O-V-V-O-V-N-V-O	4	O	O
O-V-V-O-V-N-V-O-V	5	O	V
O-V-V-O-V-N-O-V-O	4	O	O
O-V-V-O-R-V	3	O	V
O-V-V-O-R-V-N-N-V-J	4	O	J
O-V-V-O-R-V-N-V	4	O	V
O-V-V-O-V-O-V-O-V-N-V-J-V	7	O	V
O-V-V-O-V-O-V-O-V-O	5	O	O
O-V-V-O-V-O-V-O-V-O-O-V	6	O	V
O-V-V-O-V-O-V-O	4	O	O
O-V-V-O-V-O-V-O-O-V	5	O	V
O-V-V-O-V-O	3	O	O
O-V-V-O-V-N-N-V-J	4	O	J
O-V-V-O-V-O-V-N-V-J-V	6	O	V
O-V-V-O-V-O-V-O	4	O	O
O-V-V-O-V-O-V-O-O-V	5	O	V
O-V-V-O-V-O	3	O	O
O-V-V-O-V-O-O-V	4	O	V
O-V-V-O-V-O-V-L	4	O	L
O-V-V-O-V-O-V-L-O-O-V-J	5	O	J
O-V-V-O-V-O-V-L-O-O-O-V	5	O	V
O-V-V-O-V-O	3	O	O
O-V-V-O-V-N-V-J-V	5	O	V
O-V-V-O-V-N-V	4	O	V
O-V-V-O-V-O	3	O	O
O-V-V-O-N-V-O-V	4	O	V
O-V-V-O-N-V-J	3	O	J
O-V-O-V-L-O-V-O-V-O	4	O	O
O-V-O-V-N-O-V-O-V-R-V-O-V-O	6	O	O
O-V-O-V-N-O-V-O-V-R-V-O-V-O-O-V	7	O	V
O-V-O-V-R-O-V-R-V-O-V-O	5	O	O
O-V-O-V-O-O-V-R-V-O-V-O	5	O	O
O-V-O-V-L-V-O-V-O-O-O-O-V-O-V-O	6	O	O
O-V-O-V-N-O-V-O	3	O	O
O-V-O-L-V-O-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-R-V-N-O-V-O	3	O	O
O-V-O-R-V-O-O-V-O-V-O	4	O	O
O-V-O-R-V-O-O-V-O-V-O-V-O	5	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-V-O-V-O	4	O	O
O-V-O-V-N-O-R-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-R	2	O	R
O-V-O-V-R-V-J-V	4	O	V
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-J-V-O	3	O	O
O-V-O-O-V-L-V-O-V-N-V-J-V	6	O	V
O-V-O-O-V-L-V-O-V-O	4	O	O
O-V-O-O-V-L-V-O	3	O	O
O-V-O-O-V-O-O-V-O-O-V	4	O	V
O-V-O-O-V-O	2	O	O
O-V-O-O-V-O-V-N-N-V-J	4	O	J
O-V-O-O-V-O-V-O	3	O	O
O-V-O-O-V-O-V-O	3	O	O
O-V-O-O-V-O-N-V-O-V-O-O-V-J	5	O	J
O-V-O-O-V-O-N-V-J	3	O	J
O-V-O-O-V-O-O-V-O	3	O	O
O-V-O-O-V-O-O-V-O-V	4	O	V
O-V-O-O-V-O-V-O-V-O	4	O	O
O-V-O-O-V-O-V-O-V-O	4	O	O
O-V-O-O-V-O-V-O-V-J-V-O-V-J	6	O	J
O-V-O-O-V-R-V-O	3	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-R-V-L-V-J	4	O	J
O-V-O-V-R-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-L-V-N-V-O	3	O	O
O-V-O-L-V-N-L-V-N-N-V-O-O	4	O	O-O
O-V-O-L-V-N-L-V-N-N-V-J	4	O	J
O-V-O-L-V-N-L-V-O-V-O	4	O	O
O-V-O-L-V-N-L-V-O	3	O	O
O-V-O-L-V-N-V-O-O-V-O	4	O	O
O-V-O-L-V-O	2	O	O
O-V-O-L-V-O-N-V-O	3	O	O
O-V-O-L-V-O-N-V-O-O-V	4	O	V
O-V-O-L-V-O-V-O-V-N-V-J-V	6	O	V
O-V-O-L-V-O-V-O-V-O	4	O	O
O-V-O-L-V-O-V-O-V-O-O-V	5	O	V
O-V-O-L-V-O-O-V-O	3	O	O
O-V-O-L-V-O-O-V-O-O-V	4	O	V
O-V-O-L-V-O-O-N-V-O	3	O	O
O-V-O-L-V-O-O-N-V-O-O-V	4	O	V
O-V-O-L-V-O-O-V-O-V-O	4	O	O
O-V-O-L-V-O-O-V-O-V-O	4	O	O
O-V-O-L-V-O-O-V-O-V-O-O-V	5	O	V
O-V-O-L-V-O-V-O	3	O	O
O-V-O-L-V-O-V-O	3	O	O
O-V-O-L-V-O-N-V-O	3	O	O
O-V-O-L-V-O-N-V-O-O-V	4	O	V
O-V-O-L-V-O-V-O-V-O	4	O	O
O-V-O-L-V-O-V-O-V-O-O-V	5	O	V
O-V-O-L-V-O-V-O-V-O	4	O	O
O-V-O-L-V-O-V-O-V-O-O-V	5	O	V
O-V-O-L-V-R-V-O-V-R-N-V-R-V-O-V-O	7	O	O
O-V-O-L-V-O-V-O	3	O	O
O-V-O-N-V-L-V-O	3	O	O
O-V-O-N-V-O-V-O	3	O	O
O-V-O-N-V-O-V-O	3	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-O-V-N-V-J-V	5	O	V
O-V-O-V-O-V-J	3	O	J
O-V-O-V-O-V-J-N-V-O-V-O	5	O	O
O-V-O-V-O-V-J-N-V-O-V-O-O-V	6	O	V
O-V-O-V-L-V-O-V-O	4	O	O
O-V-O-V-L-V-O-V-O	4	O	O
O-V-O-V-L-V-N-V-O	4	O	O
O-V-O-V-L-V-O-O-N-V-J	4	O	J
O-V-O-V-L-V-O-O-V	4	O	V
O-V-O-V-N-V-O-V-O	4	O	O
O-V-O-V-R-V-O-V-O-V-O	5	O	O
O-V-O-V-R-V-O-V-O-V-O-O-V	6	O	V
O-V-O-V-R-V-N-V-N-V-J-V	6	O	V
O-V-O-V-R-V-N-V-O	4	O	O
O-V-O-V-R-V-O-V-R-V-O-O-V	6	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-V-O-N-V-O	4	O	O
O-V-O-R-V-O-V-O-N-V-O-V	5	O	V
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-N-V-O	3	O	O
O-V-O-R-V-N-V-N-V-O-R-V-R-V-O-V-O	7	O	O
O-V-O-R-V-O-O-V-O	3	O	O
O-V-O-R-V-O-V-O	3	O	O
O-V-O-R-V-O-N-V-O	3	O	O
O-V-O-V-O-V-L-V-O-O	4	O	O-O
O-V-O-V-O-V-L-V-J	4	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-V-O-V-O-O-V	5	O	V
O-V-O-O-V-O-O-V	3	O	V
O-V-O-O-V-O-V-N-V-J-V	5	O	V
O-V-O-O-V-O-V-O	3	O	O
O-V-O-V-L-V-O-V-O	4	O	O
O-V-O-V-L-V-O-V-O-O-V	5	O	V
O-V-O-V-L-V-O-V-O-V-O	5	O	O
O-V-O-V-N-V-N-O-V-R-V-O-V-O	6	O	O
O-V-O-V-N-V-N-O-V-R-V-O-V-O-O-V	7	O	V
O-V-O-V-N-O-R-V-O-O-V	4	O	V
O-V-O-V-O	2	O	O
O-V-O-V-O-V	3	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-L-V-N-V-J-V	5	O	V
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-L-V-O-O-V	4	O	V
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-L-V-O-V-O	4	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-R-V-O-V-N-N-V-J	5	O	J
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-V-O-V-O-V-O	5	O	O
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-V-J-V	4	O	V
O-V-O-V-O-V-J-V	4	O	V
O-V-O-V-O-O-V-O-V-J	4	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-N-V-O-O	4	O	O-O
O-V-O-V-O-V-O-N-V-J	4	O	J
O-V-O-V-O	2	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-N-V-O	3	O	O
O-V-O-O-V-N-V-O-O-V	4	O	V
O-V-O-V-N	2	O	N
O-V-O-V-N-L-V-O-V	4	O	V
O-V-O-V-N-N-V-O-V-O	4	O	O
O-V-O-V-N-O-V	3	O	V
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-R-V-O-V-O-V-O-O-V	6	O	V
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-O-V-O-V-N-V-J-V	6	O	V
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-R-O-N-V-O	3	O	O
O-V-O-V-R-N-V-O	3	O	O
O-V-O-V-R-N-V-O-O-V	4	O	V
O-V-O-V-R-N-V-O	3	O	O
O-V-O-V-R-N-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-O-N-V-O	3	O	O
O-V-O-V-R-O-N-V-O-O-V	4	O	V
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-R-O-V-O-V-O-O-V	5	O	V
O-V-O-V-R-O-O-O-V-L-V-O-O	4	O	O-O
O-V-O-V-R-O-O-O-V-L-V-J	4	O	J
O-V-O-V-R-O-O-O-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-O-V-O-V-O-O-V	5	O	V
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-O	2	O	O-O
O-V-O-V-O-O-O-V	3	O	V
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O	2	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-N-V-J	3	O	J
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-N	2	O	N
O-V-O-V-N-V-O-V-L	4	O	L
O-V-O-V-N-V-O-V-L-N-V-O-V	6	O	V
O-V-O-V-N-V-O	3	O	O
O-V-O-V-N-V-O-O-V	4	O	V
O-V-O-V-N-V-O-V-O	4	O	O
O-V-O-V-N-V-O	3	O	O
O-V-O-V-N-V-O-O-V	4	O	V
O-V-O-V-N-O-V-O	3	O	O
O-V-O-V-N-O-V-O-V	4	O	V
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-L-V-N-V-J-V	5	O	V
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-L-V-O-O-V	4	O	V
O-V-O-V-O-L-V-O	3	O	O
O-V-O-V-O-L-V-O-O-V	4	O	V
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-O-V	3	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-N-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-O-V-N-V-J-V	4	O	V
O-V-O-V-N-L-V-N-N-V-J	4	O	J
O-V-O-V-N-L-V-N-N-V-J	4	O	J
O-V-O-V-R-V-O-O-V	4	O	V
O-V-O-V-J-V-O	3	O	O
O-V-O-V-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-L-V-O	3	O	O
O-V-O-V-N-O-V-O	3	O	O
O-V-O-V-R-V-O	3	O	O
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-R-O-V-N-N-V-J	4	O	J
O-V-O-V-R-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-O-V-R-O-V-O-V-O	4	O	O
O-V-O-O-V-R-O-V-O-V-O-O-V	5	O	V
O-V-O-O-V-R-O-V-O-V-O-V-O	5	O	O
O-V-O-O-V-R-O-V-O-V-O-V-O-O-V	6	O	V
O-V-O-O-V-R-V-O-V-O	4	O	O
O-V-O-O-V-R-V-O-V-O	4	O	O
O-V-O-O-V-R-N-V-O	3	O	O
O-V-O-O-V-R-V-O	3	O	O
O-V-O-O-V-R-V-O-O-V	4	O	V
O-V-O-V-O-V-R-O-V-O	4	O	O
O-V-O-V-O-V-L-V-O	4	O	O
O-V-O-V-O-V-L-V-O	4	O	O
O-V-O-V-O-V-L-V-O-O-V	5	O	V
O-V-O-V-O-V-L-V-O-O-V	5	O	V
O-V-O-V-J-V-O	3	O	O
O-V-O-V-V-N-V	4	O	V
O-V-O-V-J-N-V-J	3	O	J
O-V-O-V-L-V-O-O-V-O	4	O	O
O-V-O-V-L-V-O-V-O-V-O	5	O	O
O-V-O-V-L-V-O-V-O-O-V	5	O	V
O-V-O-V-O-V-L-V-O-V-O	5	O	O
O-V-O-V-O-O-V-O	3	O	O
O-V-O-V-O-O-V-O-O-V	4	O	V
O-V-O-V-R-O-V-O-V-O	4	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-V-N-V-J-V	5	O	V
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O-O-V	4	O	V
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-V-O-N-V-J	4	O	J
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O-V-O	3	O	O
O-V-O-V-O	2	O	O
O-V-O-V-O-O-V	3	O	V
O-V-O-V-O-R-V-O-V-O	4	O	O
O-V-O-V-O-R-V-O-O-V	4	O	V
O-V-O-V-O-R-V-O-V-O-V-O	5	O	O
O-V-O-O-V-R-V-O	3	O	O
O-V-O-L-V-O-V-O	3	O	O
O-V-O-L-V-O-V-O-V-O	4	O	O
O-V-O-L-V-O-V-O-O-V	4	O	V
O-V-O-L-V-O-V-O-V-O-V-O	5	O	O
O-V-O-N-V-O-V-O	3	O	O
O-V-O-N-V-R-V-O-V-O	4	O	O
O-V-O-N-V-R-V-O-V-O-O-V	5	O	V
O-V-O-N-V-R-V-O-V-O-V-O	5	O	O
O-V-O-N-V-R-V-O-V-O-V-O-O-V	6	O	V
O-V-O-N-V-R-V-O	3	O	O
O-V-O-N-V-R-V-O	3	O	O
O-V-O-V-R-V-O-V-O	4	O	O
O-V-O-V-R-V-O	3	O	O
O-V-O-O-V-O-L-V-O-V-O	4	O	O
O-V-O-O-V-O-L-V-O-V-O-O-V	5	O	V
O-V-O-O-V-O-L-V-O-V-O-V-O	5	O	O
O-V-O-O-V-O-L-V-O-V-O-V-O-O-V	6	O	V
O-V-O-O-V-N-O-V-R-V-O-V-O	5	O	O
O-V-O-O-V-N-O-V-R-V-O	4	O	O
O-V-O-O-V-L-V-O-V-N-V-J-V	6	O	V
O-V-O-O-V-L-V-O-V-O	4	O	O
O-V-O-O-V-L-V-O-V-O-O-V	5	O	V
O-V-O-O-V-L-V-O	3	O	O
O-V-O-O-V-L-V-O-O-V	4	O	V
O-V-O-O-L-V-N-O-V-O-V-O	4	O	O
O-V-O-O-V-N-O-V-O-V-O	4	O	O
O-V-O-O-V-N-O-V-O-V-O-V-O	5	O	O
O-V-O-O-V-N-V-O	3	O	O
O-V-O-O-V-N-O-V-O-V-O	4	O	O
O-V-O-O-V-O-N-V-J	3	O	J
O-V-O-O-V-N-O-V-L-V-O-V-O	5	O	O
O-V-O-O-V-N-O-V-L-V-O-V-O-V-O	6	O	O
O-V-O-O-V-L-V-O-V-O	4	O	O
O-V-O-O-V-L-V-O	3	O	O
O-V-O-O-V-O-V-N-N-V-J	4	O	J
O-V-O-O-V-O-V-O	3	O	O
O-V-O-O-V-O-V-O-V-O	4	O	O
O-V-O-O-V-R-V-O-V-N-V-J-V	6	O	V
O-V-O-O-V-R-V-O-V-O	4	O	O
O-V-O-O-V-R-V-O-V-O-O-V	5	O	V
O-V-O-O-V-R-V-O	3	O	O
O-V-O-O-V-R-V-O-O-V	4	O	V
O-V-O-O-V-R-N-V-O	3	O	O
O-V-O-O-R-V-O-V-O-V-O	4	O	O
O-V-O-O-R-V-O-V-O-O-V	4	O	V
